"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"1789","normal(0.6)-Normal_956_573.6-317","normal(0.6)","Normal_956_573.6",317,0,0.02046,0.02046,1,-0.03838,2.82212,0.00315457413249211,0,0.684542586750789,0.949526813880126,1,"svmRadialSigma","unseen","class_0","class_0",0.0939470698975092,0.468671536447808,"TN"
"1794","normal(0.6)-Normal_-597_358.2-317","normal(0.6)","Normal_-597_358.2",317,0,-0.04358,0.04358,1,0.15518,2.90312,0.00630914826498423,0,0.665615141955836,0.952681388012618,0.996845425867508,"svmRadialSigma","unseen","class_0","class_0",0.162754050069913,0.468671536447808,"TN"
"1799","normal(0.6)-Normal_-277_166.2-317","normal(0.6)","Normal_-277_166.2",317,0,0.02535,0.02535,1,-0.04976,2.8946,0.00315457413249211,0,0.681388012618297,0.946372239747634,0.996845425867508,"svmRadialSigma","unseen","class_0","class_0",0.116459889442295,0.468671536447808,"TN"
"1801","close_normal-tukey(0.1)-330","close_normal","tukey(0.1)",330,0,0.02805,0.02805,1,-0.06351,2.95281,0.0121212121212121,0,0.681818181818182,0.945454545454545,1,"svmRadialSigma","unseen","class_1","class_0",0.17047415606894,0.468671536447808,"FN"
"1806","sym_long_tail-t(1)-330","sym_long_tail","t(1)",330,0,0.05532,0.05532,1,-17.82151,321.69776,0.148484848484848,0.0757575757575758,0.996969696969697,0.996969696969697,0.996969696969697,"svmRadialSigma","unseen","class_1","class_1",0.950350080806886,0.468671536447808,"TP"
"1811","sym_short_tail-uniform(0,1)-330","sym_short_tail","uniform(0,1)",330,0,0.04967,0.04967,1,-0.01745,1.80307,0,0,0.587878787878788,1,1,"svmRadialSigma","unseen","class_1","class_1",0.981516204080296,0.468671536447808,"TP"
"1816","asym_long_tail-Weibull(0.5,1)-330","asym_long_tail","Weibull(0.5,1)",330,0,-0.37844,0.37844,1,3.93673,22.57297,0.106060606060606,0.0636363636363636,0.915151515151515,0.954545454545455,0.972727272727273,"svmRadialSigma","unseen","class_1","class_1",0.95891477544531,0.468671536447808,"TP"
"1821","asym_short_tail-beta(2,1)-330","asym_short_tail","beta(2,1)",330,0,0.28994,0.28994,1,-0.60372,2.29715,0,0,0.609090909090909,0.960606060606061,1,"svmRadialSigma","unseen","class_1","class_1",0.941091118223671,0.468671536447808,"TP"
"1829","normal(0.6)-Normal_548_328.8-330","normal(0.6)","Normal_548_328.8",330,0,0.03355,0.03355,1,-0.1393,3.00686,0.0121212121212121,0,0.721212121212121,0.948484848484848,1,"svmRadialSigma","unseen","class_0","class_0",0.16961217678929,0.468671536447808,"TN"
"1834","normal(0.6)-Normal_-605_363-330","normal(0.6)","Normal_-605_363",330,0,-0.10039,0.10039,1,0.30373,3.44294,0.0121212121212121,0,0.718181818181818,0.939393939393939,0.990909090909091,"svmRadialSigma","unseen","class_0","class_0",0.316141209434795,0.468671536447808,"TN"
"1839","normal(0.6)-Normal_956_573.6-330","normal(0.6)","Normal_956_573.6",330,0,0.02347,0.02347,1,-0.02827,2.74084,0.00606060606060606,0,0.66969696969697,0.963636363636364,1,"svmRadialSigma","unseen","class_0","class_0",0.174750354732293,0.468671536447808,"TN"
"1844","normal(0.6)-Normal_-597_358.2-330","normal(0.6)","Normal_-597_358.2",330,0,-0.03412,0.03412,1,0.1094,2.897,0.00909090909090909,0,0.666666666666667,0.954545454545455,0.996969696969697,"svmRadialSigma","unseen","class_0","class_0",0.104523530891633,0.468671536447808,"TN"
"1849","normal(0.6)-Normal_-277_166.2-330","normal(0.6)","Normal_-277_166.2",330,0,-0.02547,0.02547,1,-0.05249,2.99265,0.0151515151515152,0,0.66969696969697,0.957575757575758,0.996969696969697,"svmRadialSigma","unseen","class_0","class_0",0.0381650520292766,0.468671536447808,"TN"
"1851","close_normal-tukey(0.1)-332","close_normal","tukey(0.1)",332,0,-0.01462,0.01462,1,0.12899,2.89307,0.00903614457831325,0,0.671686746987952,0.94578313253012,1,"svmRadialSigma","unseen","class_1","class_0",0.313618692699781,0.468671536447808,"FN"
"1856","sym_long_tail-t(1)-332","sym_long_tail","t(1)",332,0,0.09846,0.09846,1,-3.37966,28.40534,0.147590361445783,0.0602409638554217,0.894578313253012,0.963855421686747,0.975903614457831,"svmRadialSigma","unseen","class_1","class_1",0.95110282899971,0.468671536447808,"TP"
"1861","sym_short_tail-uniform(0,1)-332","sym_short_tail","uniform(0,1)",332,0,-0.02304,0.02304,1,0.05353,1.85424,0,0,0.593373493975904,1,1,"svmRadialSigma","unseen","class_1","class_1",0.978235715387979,0.468671536447808,"TP"
"1866","asym_long_tail-Weibull(0.5,1)-332","asym_long_tail","Weibull(0.5,1)",332,0,-0.33099,0.33099,1,7.44377,82.54404,0.0813253012048193,0.0421686746987952,0.930722891566265,0.97289156626506,0.984939759036145,"svmRadialSigma","unseen","class_1","class_1",0.960705297494205,0.468671536447808,"TP"
"1871","asym_short_tail-beta(2,1)-332","asym_short_tail","beta(2,1)",332,0,0.20816,0.20816,1,-0.60629,2.34299,0,0,0.641566265060241,0.960843373493976,1,"svmRadialSigma","unseen","class_1","class_1",0.896452254064596,0.468671536447808,"TP"
"1879","normal(0.6)-Normal_548_328.8-332","normal(0.6)","Normal_548_328.8",332,0,0.023,0.023,1,-0.11612,2.96348,0.00903614457831325,0,0.710843373493976,0.951807228915663,1,"svmRadialSigma","unseen","class_0","class_0",0.0976451224415585,0.468671536447808,"TN"
"1884","normal(0.6)-Normal_-605_363-332","normal(0.6)","Normal_-605_363",332,0,-0.11275,0.11275,1,0.33085,3.46476,0.0120481927710843,0,0.719879518072289,0.939759036144578,0.990963855421687,"svmRadialSigma","unseen","class_0","class_0",0.296400487506594,0.468671536447808,"TN"
"1889","normal(0.6)-Normal_956_573.6-332","normal(0.6)","Normal_956_573.6",332,0,-0.01322,0.01322,1,-0.03128,2.72389,0.00602409638554217,0,0.662650602409639,0.963855421686747,1,"svmRadialSigma","unseen","class_0","class_0",0.12669845887451,0.468671536447808,"TN"
"1894","normal(0.6)-Normal_-597_358.2-332","normal(0.6)","Normal_-597_358.2",332,0,-0.00803,0.00803,1,-0.00145,2.79163,0.00602409638554217,0,0.656626506024096,0.951807228915663,1,"svmRadialSigma","unseen","class_0","class_0",0.14210709644505,0.468671536447808,"TN"
"1899","normal(0.6)-Normal_-277_166.2-332","normal(0.6)","Normal_-277_166.2",332,0,-0.0096,0.0096,1,-0.01274,2.92852,0.00903614457831325,0,0.692771084337349,0.948795180722892,0.996987951807229,"svmRadialSigma","unseen","class_0","class_0",0.0706927037409721,0.468671536447808,"TN"
"1901","close_normal-tukey(0.1)-338","close_normal","tukey(0.1)",338,0,0.00758,0.00758,1,0.19712,2.85958,0.0029585798816568,0,0.677514792899408,0.955621301775148,0.997041420118343,"svmRadialSigma","unseen","class_1","class_0",0.154013074681324,0.468671536447808,"FN"
"1906","sym_long_tail-t(1)-338","sym_long_tail","t(1)",338,0,0.08966,0.08966,1,-14.20192,236.043,0.142011834319527,0.0591715976331361,0.970414201183432,0.99112426035503,0.994082840236686,"svmRadialSigma","unseen","class_1","class_1",0.952434379100059,0.468671536447808,"TP"
"1911","sym_short_tail-uniform(0,1)-338","sym_short_tail","uniform(0,1)",338,0,-0.02868,0.02868,1,0.00309,1.91849,0,0,0.594674556213018,1,1,"svmRadialSigma","unseen","class_1","class_1",0.977924008731217,0.468671536447808,"TP"
"1916","asym_long_tail-Weibull(0.5,1)-338","asym_long_tail","Weibull(0.5,1)",338,0,-0.4163,0.4163,1,3.2999,15.87216,0.124260355029586,0.0828402366863905,0.896449704142012,0.937869822485207,0.970414201183432,"svmRadialSigma","unseen","class_1","class_1",0.954307088124912,0.468671536447808,"TP"
"1921","asym_short_tail-beta(2,1)-338","asym_short_tail","beta(2,1)",338,0,0.16761,0.16761,1,-0.54781,2.43356,0,0,0.656804733727811,0.958579881656805,1,"svmRadialSigma","unseen","class_1","class_1",0.501813079261688,0.468671536447808,"TP"
"1929","normal(0.6)-Normal_548_328.8-338","normal(0.6)","Normal_548_328.8",338,0,0.03081,0.03081,1,-0.10253,2.96259,0.00887573964497041,0,0.70414201183432,0.955621301775148,1,"svmRadialSigma","unseen","class_0","class_0",0.102881885588515,0.468671536447808,"TN"
"1934","normal(0.6)-Normal_-605_363-338","normal(0.6)","Normal_-605_363",338,0,-0.11939,0.11939,1,0.31083,3.17327,0.0118343195266272,0,0.710059171597633,0.943786982248521,0.994082840236686,"svmRadialSigma","unseen","class_0","class_0",0.100255772288111,0.468671536447808,"TN"
"1939","normal(0.6)-Normal_956_573.6-338","normal(0.6)","Normal_956_573.6",338,0,0.01134,0.01134,1,-0.10935,3.02627,0.00887573964497041,0,0.680473372781065,0.967455621301775,0.994082840236686,"svmRadialSigma","unseen","class_0","class_0",0.0358939410636339,0.468671536447808,"TN"
"1944","normal(0.6)-Normal_-597_358.2-338","normal(0.6)","Normal_-597_358.2",338,0,-0.02178,0.02178,1,0.06652,2.71264,0.0029585798816568,0,0.656804733727811,0.961538461538462,1,"svmRadialSigma","unseen","class_0","class_0",0.108964405394906,0.468671536447808,"TN"
"1949","normal(0.6)-Normal_-277_166.2-338","normal(0.6)","Normal_-277_166.2",338,0,-0.0147,0.0147,1,0.01856,2.85227,0.00887573964497041,0,0.680473372781065,0.946745562130177,1,"svmRadialSigma","unseen","class_0","class_0",0.147274583107557,0.468671536447808,"TN"
"1951","close_normal-tukey(0.1)-339","close_normal","tukey(0.1)",339,0,0.02002,0.02002,1,-0.12719,3.27673,0.0324483775811209,0,0.690265486725664,0.941002949852507,1,"svmRadialSigma","unseen","class_1","class_0",0.404068013687631,0.468671536447808,"FN"
"1956","sym_long_tail-t(1)-339","sym_long_tail","t(1)",339,0,0.07651,0.07651,1,-2.66922,32.70334,0.153392330383481,0.0589970501474926,0.867256637168142,0.96165191740413,0.979351032448378,"svmRadialSigma","unseen","class_1","class_1",0.954717518926415,0.468671536447808,"TP"
"1961","sym_short_tail-uniform(0,1)-339","sym_short_tail","uniform(0,1)",339,0,0.03004,0.03004,1,-0.10816,1.88225,0,0,0.572271386430678,1,1,"svmRadialSigma","unseen","class_1","class_1",0.979699137117281,0.468671536447808,"TP"
"1966","asym_long_tail-Weibull(0.5,1)-339","asym_long_tail","Weibull(0.5,1)",339,0,-0.30041,0.30041,1,5.85443,44.52099,0.100294985250737,0.056047197640118,0.943952802359882,0.970501474926254,0.976401179941003,"svmRadialSigma","unseen","class_1","class_1",0.956699985358547,0.468671536447808,"TP"
"1971","asym_short_tail-beta(2,1)-339","asym_short_tail","beta(2,1)",339,0,0.26381,0.26381,1,-0.7205,2.52199,0,0,0.640117994100295,0.96165191740413,1,"svmRadialSigma","unseen","class_1","class_1",0.905841039209158,0.468671536447808,"TP"
"1979","normal(0.6)-Normal_548_328.8-339","normal(0.6)","Normal_548_328.8",339,0,0.03986,0.03986,1,-0.14995,2.95789,0.00884955752212389,0,0.710914454277286,0.96165191740413,1,"svmRadialSigma","unseen","class_0","class_0",0.132300806610621,0.468671536447808,"TN"
"1984","normal(0.6)-Normal_-605_363-339","normal(0.6)","Normal_-605_363",339,0,-0.11685,0.11685,1,0.30403,3.1676,0.00884955752212389,0,0.705014749262537,0.941002949852507,0.994100294985251,"svmRadialSigma","unseen","class_0","class_0",0.0836950398144755,0.468671536447808,"TN"
"1989","normal(0.6)-Normal_956_573.6-339","normal(0.6)","Normal_956_573.6",339,0,0.02929,0.02929,1,-0.13909,2.92556,0.00884955752212389,0,0.675516224188791,0.973451327433628,0.994100294985251,"svmRadialSigma","unseen","class_0","class_0",0.0364216915444758,0.468671536447808,"TN"
"1994","normal(0.6)-Normal_-597_358.2-339","normal(0.6)","Normal_-597_358.2",339,0,-0.03792,0.03792,1,0.15154,2.66909,0.00294985250737463,0,0.657817109144543,0.96165191740413,1,"svmRadialSigma","unseen","class_0","class_0",0.124274747291414,0.468671536447808,"TN"
"1999","normal(0.6)-Normal_-277_166.2-339","normal(0.6)","Normal_-277_166.2",339,0,-0.00896,0.00896,1,0.00096,2.92516,0.0117994100294985,0,0.690265486725664,0.938053097345133,1,"svmRadialSigma","unseen","class_0","class_1",0.698957744238232,0.468671536447808,"FP"
"2001","close_normal-tukey(0.1)-360","close_normal","tukey(0.1)",360,0,0.00581,0.00581,1,-0.00516,3.24953,0.0305555555555556,0,0.697222222222222,0.936111111111111,1,"svmRadialSigma","unseen","class_1","class_1",0.870599211131505,0.468671536447808,"TP"
"2006","sym_long_tail-t(1)-360","sym_long_tail","t(1)",360,0,0.04181,0.04181,1,-1.59716,34.35286,0.152777777777778,0.0555555555555556,0.883333333333333,0.966666666666667,0.977777777777778,"svmRadialSigma","unseen","class_1","class_1",0.95705739050018,0.468671536447808,"TP"
"2011","sym_short_tail-uniform(0,1)-360","sym_short_tail","uniform(0,1)",360,0,-0.06908,0.06908,1,0.02415,1.79656,0,0,0.594444444444444,1,1,"svmRadialSigma","unseen","class_1","class_1",0.978611113981065,0.468671536447808,"TP"
"2016","asym_long_tail-Weibull(0.5,1)-360","asym_long_tail","Weibull(0.5,1)",360,0,-0.30598,0.30598,1,6.36112,58.27399,0.108333333333333,0.0694444444444444,0.933333333333333,0.963888888888889,0.975,"svmRadialSigma","unseen","class_1","class_1",0.954147155853522,0.468671536447808,"TP"
"2021","asym_short_tail-beta(2,1)-360","asym_short_tail","beta(2,1)",360,0,0.24266,0.24266,1,-0.62575,2.3883,0,0,0.647222222222222,0.963888888888889,1,"svmRadialSigma","unseen","class_1","class_1",0.911053886465851,0.468671536447808,"TP"
"2029","normal(0.6)-Normal_548_328.8-360","normal(0.6)","Normal_548_328.8",360,0,0.05331,0.05331,1,-0.19175,2.82907,0.00833333333333333,0,0.7,0.95,1,"svmRadialSigma","unseen","class_0","class_0",0.121519766500685,0.468671536447808,"TN"
"2034","normal(0.6)-Normal_-605_363-360","normal(0.6)","Normal_-605_363",360,0,-0.08007,0.08007,1,0.18928,2.92324,0.00277777777777778,0,0.705555555555556,0.95,1,"svmRadialSigma","unseen","class_0","class_0",0.133314259268225,0.468671536447808,"TN"
"2039","normal(0.6)-Normal_956_573.6-360","normal(0.6)","Normal_956_573.6",360,0,0.06409,0.06409,1,-0.11316,2.42292,0,0,0.647222222222222,0.969444444444444,1,"svmRadialSigma","unseen","class_0","class_1",0.592945736110689,0.468671536447808,"FP"
"2044","normal(0.6)-Normal_-597_358.2-360","normal(0.6)","Normal_-597_358.2",360,0,0.02051,0.02051,1,-0.01437,3.16049,0.0138888888888889,0,0.708333333333333,0.947222222222222,0.994444444444444,"svmRadialSigma","unseen","class_0","class_1",0.635428902339901,0.468671536447808,"FP"
"2049","normal(0.6)-Normal_-277_166.2-360","normal(0.6)","Normal_-277_166.2",360,0,-0.00983,0.00983,1,0.13972,2.9093,0.00833333333333333,0,0.677777777777778,0.955555555555556,1,"svmRadialSigma","unseen","class_0","class_0",0.121262661608986,0.468671536447808,"TN"
"2051","close_normal-tukey(0.1)-376","close_normal","tukey(0.1)",376,0,-0.0309,0.0309,1,0.00941,2.79083,0.00265957446808511,0,0.680851063829787,0.944148936170213,0.997340425531915,"svmRadialSigma","unseen","class_1","class_0",0.108027964164975,0.468671536447808,"FN"
"2056","sym_long_tail-t(1)-376","sym_long_tail","t(1)",376,0,0.04027,0.04027,1,2.08339,58.34121,0.146276595744681,0.0904255319148936,0.941489361702128,0.965425531914894,0.976063829787234,"svmRadialSigma","unseen","class_1","class_1",0.954421319886215,0.468671536447808,"TP"
"2061","sym_short_tail-uniform(0,1)-376","sym_short_tail","uniform(0,1)",376,0,0.0907,0.0907,1,-0.00501,1.79388,0,0,0.574468085106383,1,1,"svmRadialSigma","unseen","class_1","class_1",0.982429816537976,0.468671536447808,"TP"
"2066","asym_long_tail-Weibull(0.5,1)-376","asym_long_tail","Weibull(0.5,1)",376,0,-0.35698,0.35698,1,5.14376,37.74379,0.111702127659574,0.0531914893617021,0.917553191489362,0.970744680851064,0.978723404255319,"svmRadialSigma","unseen","class_1","class_1",0.958497426271187,0.468671536447808,"TP"
"2071","asym_short_tail-beta(2,1)-376","asym_short_tail","beta(2,1)",376,0,0.19949,0.19949,1,-0.57787,2.59684,0.00265957446808511,0,0.664893617021277,0.965425531914894,1,"svmRadialSigma","unseen","class_1","class_1",0.836046193144922,0.468671536447808,"TP"
"2079","normal(0.6)-Normal_548_328.8-376","normal(0.6)","Normal_548_328.8",376,0,0.04759,0.04759,1,-0.16472,2.89058,0.0106382978723404,0,0.691489361702128,0.954787234042553,1,"svmRadialSigma","unseen","class_0","class_0",0.11080693569955,0.468671536447808,"TN"
"2084","normal(0.6)-Normal_-605_363-376","normal(0.6)","Normal_-605_363",376,0,-0.09468,0.09468,1,0.06357,2.93232,0,0,0.686170212765957,0.946808510638298,1,"svmRadialSigma","unseen","class_0","class_0",0.0887937413710654,0.468671536447808,"TN"
"2089","normal(0.6)-Normal_956_573.6-376","normal(0.6)","Normal_956_573.6",376,0,0.13227,0.13227,1,-0.2815,2.90561,0.00531914893617021,0,0.678191489361702,0.946808510638298,1,"svmRadialSigma","unseen","class_0","class_0",0.134600346458554,0.468671536447808,"TN"
"2094","normal(0.6)-Normal_-597_358.2-376","normal(0.6)","Normal_-597_358.2",376,0,-0.01534,0.01534,1,-0.1307,2.79469,0.00265957446808511,0,0.680851063829787,0.962765957446808,0.997340425531915,"svmRadialSigma","unseen","class_0","class_0",0.0370292803355259,0.468671536447808,"TN"
"2099","normal(0.6)-Normal_-277_166.2-376","normal(0.6)","Normal_-277_166.2",376,0,0.04203,0.04203,1,-0.12099,2.71777,0,0,0.659574468085106,0.960106382978723,1,"svmRadialSigma","unseen","class_0","class_0",0.245210247655557,0.468671536447808,"TN"
"2101","close_normal-tukey(0.1)-382","close_normal","tukey(0.1)",382,0,0.07767,0.07767,1,-0.19446,3.14113,0.0104712041884817,0,0.693717277486911,0.950261780104712,0.99738219895288,"svmRadialSigma","unseen","class_1","class_0",0.119677342811504,0.468671536447808,"FN"
"2106","sym_long_tail-t(1)-382","sym_long_tail","t(1)",382,0,0.06164,0.06164,1,-1.37571,64.17542,0.157068062827225,0.0863874345549738,0.945026178010471,0.971204188481675,0.979057591623037,"svmRadialSigma","unseen","class_1","class_1",0.953398698410081,0.468671536447808,"TP"
"2111","sym_short_tail-uniform(0,1)-382","sym_short_tail","uniform(0,1)",382,0,-0.06192,0.06192,1,0.1434,1.77595,0,0,0.549738219895288,1,1,"svmRadialSigma","unseen","class_1","class_1",0.969781201376446,0.468671536447808,"TP"
"2116","asym_long_tail-Weibull(0.5,1)-382","asym_long_tail","Weibull(0.5,1)",382,0,-0.37782,0.37782,1,4.60096,31.84911,0.12303664921466,0.081151832460733,0.895287958115183,0.968586387434555,0.984293193717278,"svmRadialSigma","unseen","class_1","class_1",0.957775467372956,0.468671536447808,"TP"
"2121","asym_short_tail-beta(2,1)-382","asym_short_tail","beta(2,1)",382,0,0.17428,0.17428,1,-0.62137,2.47127,0,0,0.646596858638743,0.952879581151832,1,"svmRadialSigma","unseen","class_1","class_1",0.535044133238214,0.468671536447808,"TP"
"2129","normal(0.6)-Normal_548_328.8-382","normal(0.6)","Normal_548_328.8",382,0,0.02913,0.02913,1,-0.09779,2.79385,0.00785340314136126,0,0.680628272251309,0.960732984293194,0.99738219895288,"svmRadialSigma","unseen","class_0","class_0",0.069469765069475,0.468671536447808,"TN"
"2134","normal(0.6)-Normal_-605_363-382","normal(0.6)","Normal_-605_363",382,0,-0.05765,0.05765,1,-0.07146,3.06112,0.00523560209424084,0,0.691099476439791,0.945026178010471,0.99738219895288,"svmRadialSigma","unseen","class_0","class_0",0.0261342390401993,0.468671536447808,"TN"
"2139","normal(0.6)-Normal_956_573.6-382","normal(0.6)","Normal_956_573.6",382,0,0.11549,0.11549,1,-0.26026,2.89805,0.00785340314136126,0,0.680628272251309,0.955497382198953,0.99738219895288,"svmRadialSigma","unseen","class_0","class_0",0.0525378541788497,0.468671536447808,"TN"
"2144","normal(0.6)-Normal_-597_358.2-382","normal(0.6)","Normal_-597_358.2",382,0,-0.05575,0.05575,1,-0.13935,2.74375,0.00261780104712042,0,0.662303664921466,0.968586387434555,0.99738219895288,"svmRadialSigma","unseen","class_0","class_0",0.287037497426478,0.468671536447808,"TN"
"2149","normal(0.6)-Normal_-277_166.2-382","normal(0.6)","Normal_-277_166.2",382,0,0.00452,0.00452,1,-0.12165,2.71342,0,0,0.683246073298429,0.952879581151832,1,"svmRadialSigma","unseen","class_0","class_0",0.0659204459222185,0.468671536447808,"TN"
"2151","close_normal-tukey(0.1)-390","close_normal","tukey(0.1)",390,0,-0.02928,0.02928,1,0.14245,3.22969,0.0102564102564103,0,0.705128205128205,0.956410256410256,0.994871794871795,"svmRadialSigma","unseen","class_1","class_0",0.399836678374679,0.468671536447808,"FN"
